log_05-07-2022_050832.txt

Scene Name is Silcton_B_Arrows_VR_compass

Participant ID is 2065

x,y,z,walking_angle,head_angle

-332.20;2.03;-156.30;-193.09;161.21

-332.20;2.03;-156.30;-193.05;161.35

-332.20;2.03;-156.30;-193.17;161.93

-332.20;2.03;-156.30;-193.18;161.98

-332.20;2.03;-156.30;-193.16;160.19

-332.20;2.03;-156.30;-193.16;154.86

-332.20;2.03;-156.30;-193.11;147.86

-332.20;2.03;-156.30;-193.15;136.70

-332.20;2.03;-156.30;-193.20;125.13

-332.20;2.03;-156.30;-193.17;117.16

-332.20;2.03;-156.30;-193.15;109.66

-332.15;2.03;-156.37;-193.15;103.18

-332.15;2.03;-156.37;-193.65;99.12

-332.15;2.03;-156.37;-194.73;94.83

-332.09;2.03;-156.42;-196.29;93.25

-332.06;2.03;-156.45;-198.11;90.65

-332.06;2.03;-156.45;-200.26;90.11

-332.06;2.03;-156.45;-202.38;89.47

-332.06;2.03;-156.45;-206.57;90.15

-332.06;2.03;-156.45;-209.66;91.69

-332.06;2.03;-156.45;-212.70;96.75

-332.06;2.03;-156.45;-215.11;106.19

-332.06;2.03;-156.45;-215.31;121.12

-332.06;2.03;-156.45;-215.22;147.90

-332.06;2.03;-156.45;-214.61;166.31

-332.06;2.03;-156.45;-211.05;187.20

-332.06;2.03;-156.45;-206.45;202.41

-332.06;2.03;-156.45;-196.16;222.08

-332.06;2.03;-156.45;-188.49;235.52

-332.07;2.03;-156.52;-179.94;249.41

-332.10;2.03;-156.62;-175.28;257.88

-332.16;2.03;-156.76;-168.29;266.73

-332.21;2.03;-156.86;-165.80;269.95

-332.26;2.03;-156.93;-165.30;271.68

-332.26;2.03;-156.93;-165.20;271.21

-332.26;2.03;-156.93;-165.05;271.05

-332.27;2.03;-156.96;-164.65;271.66

-332.33;2.03;-157.06;-164.07;272.96

-332.41;2.03;-157.18;-162.58;274.45

-332.52;2.03;-157.33;-160.68;276.73

-332.59;2.03;-157.41;-156.67;277.84

-332.59;2.03;-157.41;-153.85;278.17

-332.59;2.03;-157.41;-151.00;278.98

-332.59;2.03;-157.41;-148.78;279.30

-332.59;2.03;-157.41;-148.02;278.99

-332.59;2.03;-157.41;-147.62;278.53

-332.59;2.03;-157.41;-147.29;278.38

-332.61;2.03;-157.44;-146.41;278.05

-332.65;2.03;-157.47;-145.99;277.79

-332.75;2.03;-157.57;-145.65;276.29

-332.83;2.03;-157.65;-145.46;276.18

-332.92;2.03;-157.74;-144.94;276.88

-332.98;2.03;-157.79;-143.61;278.04

-333.03;2.03;-157.84;-141.71;279.50

-333.03;2.03;-157.84;-140.74;281.35

-333.03;2.03;-157.84;-140.01;284.53

